n,delta_barnes_hut,delta_energy,s
1000,0.900000,0.22189,24.722
1000,0.900000,1.02935,24.404
1000,0.900000,0.01432,22.798
1000,0.900000,0.42308,18.505
1000,0.900000,0.02702,20.108
1000,0.900000,1.79503,19.460
1000,0.900000,-0.04387,26.913
1000,0.900000,3.03592,29.364
1000,0.900000,0.12805,24.198
1000,0.900000,0.97759,25.633
1000,0.900000,0.19542,32.336
1000,0.900000,0.12163,19.289
1000,0.900000,0.21759,21.522
1000,0.900000,0.63943,22.829
1000,0.900000,0.22464,20.735
1000,0.900000,14.51061,26.387
1000,0.900000,0.05418,18.108
1000,0.900000,-0.02358,27.420
1000,0.900000,0.03000,18.604
1000,0.900000,0.29297,19.017
1000,0.900000,0.69107,21.525
1000,0.900000,0.24236,23.344
1000,0.900000,0.04502,22.032
1000,0.900000,8.62754,22.678
1000,0.900000,0.36445,20.086
1000,0.900000,0.40891,21.433
1000,0.900000,0.59621,36.442
1000,0.900000,0.76524,21.218
1000,0.900000,1.27816,24.202
1000,0.900000,-0.03762,22.661
1000,0.900000,0.00279,19.550
1000,0.900000,0.06292,31.977
1000,0.900000,-0.07880,25.091
1000,0.900000,0.20124,22.549
1000,0.900000,-0.06272,18.635
1000,0.900000,0.26848,20.480
1000,0.900000,27.43812,26.262
1000,0.900000,0.02453,22.210
1000,0.900000,1.51548,24.137
1000,0.900000,-0.01739,39.247
1000,0.900000,0.48609,26.531
1000,0.900000,4.35211,18.749
1000,0.900000,0.83992,26.768
1000,0.900000,0.43736,26.811
1000,0.900000,-0.02166,26.171
1000,0.900000,1.73878,24.024
1000,0.900000,45.85627,31.957
1000,0.900000,0.12027,21.488
1000,0.900000,0.32424,19.659
1000,0.900000,-0.05846,21.673
1000,0.900000,6.34375,21.910
1000,0.900000,-0.01580,19.414
1000,0.900000,0.06678,20.137
1000,0.900000,-0.02066,19.239
1000,0.900000,0.60059,20.345
1000,0.900000,2.18561,24.676
1000,0.900000,0.43267,19.862
1000,0.900000,2.46158,23.221
1000,0.900000,1.18013,23.537
1000,0.900000,0.29238,20.499
1000,0.900000,0.16918,21.620
1000,0.900000,21.56601,22.777
1000,0.900000,0.44546,21.268
1000,0.900000,0.32361,20.312
1000,0.900000,36.26982,20.288
1000,0.900000,0.39165,18.595
1000,0.900000,0.00869,20.459
1000,0.900000,0.16749,20.974
1000,0.900000,3.23630,22.718
1000,0.900000,-0.04293,22.685
1000,0.900000,0.05093,20.039
1000,0.900000,0.23297,22.960
1000,0.900000,0.06125,22.283
1000,0.900000,3.79582,22.199
1000,0.900000,0.73616,19.330
1000,0.900000,34.49060,31.002
1000,0.900000,0.46846,22.019
1000,0.900000,2.07441,22.856
1000,0.900000,0.35308,19.043
1000,0.900000,0.02053,25.782
1000,0.900000,0.38241,18.295
1000,1.000000,0.05276,21.228
1000,1.000000,0.16056,18.194
1000,1.000000,-0.00458,39.013
1000,1.000000,0.32315,18.240
1000,1.000000,-0.00089,18.340
1000,1.000000,0.62414,22.486
1000,1.000000,-0.04435,19.807
1000,1.000000,0.28447,16.832
1000,1.000000,0.06434,19.210
1000,1.000000,0.24046,17.701
1000,1.000000,0.09770,20.181
1000,1.000000,0.57287,22.563
1000,1.000000,0.23201,21.210
1000,1.000000,2.34932,29.090
1000,1.000000,35.02438,28.680
1000,1.000000,0.13167,20.402
1000,1.000000,0.49455,20.594
1000,1.000000,0.10605,20.533
1000,1.000000,24.78673,21.105
1000,1.000000,0.34554,19.414
1000,1.000000,0.61598,20.230
1000,1.000000,22.13666,24.962
1000,1.000000,0.12497,28.736
1000,1.000000,0.19822,18.423
1000,1.000000,-0.09016,20.044
1000,1.000000,0.12231,20.764
1000,1.000000,0.30635,19.352
1000,1.000000,0.83474,21.732
1000,1.000000,24.07813,20.583
1000,1.000000,3.94200,22.811
1000,1.000000,3.03000,19.548
1000,1.000000,0.36779,18.257
1000,1.000000,-0.02996,23.250
1000,1.000000,3.00898,23.750
1000,1.000000,0.12305,16.761
1000,1.000000,-0.07906,16.025
1000,1.000000,0.97136,23.490
1000,1.000000,0.50050,21.567
1000,1.000000,-0.08236,23.054
1000,1.000000,0.43705,20.128
1000,1.000000,-0.03336,27.020
1000,1.000000,0.28140,24.174
1000,1.000000,1.33030,24.633
1000,1.000000,1.80224,23.008
1000,1.000000,-0.04001,22.445
1000,1.000000,0.73803,22.229
1000,1.000000,-0.00394,20.750
1000,1.000000,0.21215,20.814
1000,1.000000,0.04497,19.328
1000,1.000000,0.27019,18.435
1000,1.000000,0.34042,23.965
1000,1.000000,0.31908,18.335
1000,1.000000,0.66362,20.012
1000,1.000000,-0.09822,20.340
1000,1.000000,0.83317,18.389
1000,1.000000,0.12996,22.775
1000,1.000000,11.16816,22.019
1000,1.000000,0.26541,18.072
1000,1.000000,-0.01930,30.094
1000,1.000000,0.21442,22.077
1000,1.000000,0.21619,19.032
1000,1.000000,-0.10628,26.787
1000,1.000000,0.65152,21.917
1000,1.000000,0.88490,19.694
1000,1.000000,0.06568,19.457
1000,1.000000,0.28428,18.768
1000,1.000000,3.70827,24.921
1000,1.000000,0.00938,19.941
1000,1.000000,-0.04177,17.066
1000,1.000000,-0.11904,19.490
1000,1.000000,5.06257,18.606
1000,1.000000,0.37095,18.954
1000,1.000000,0.18554,20.210
1000,1.000000,0.17521,17.260
1000,1.000000,3.23059,19.169
1000,1.000000,0.48039,18.986
1000,1.000000,0.53629,28.114
1000,1.000000,0.08756,17.329
1000,1.000000,0.57104,21.499
1000,1.000000,10.80609,19.923
1000,1.000000,-0.04058,18.470
1000,1.000000,0.05763,21.372
1000,1.000000,0.36145,21.621
1000,1.000000,2.48003,28.988
1000,1.000000,1.23213,18.672
1000,1.000000,2.46739,26.009
1000,1.000000,0.29216,19.025
1000,1.000000,1.47120,20.045
1000,1.000000,3.04382,22.999
1000,1.000000,0.32563,20.054
1000,1.000000,0.02723,16.719
1000,1.000000,3.07456,21.948
1000,1.000000,0.01986,18.989
1000,1.000000,0.02188,17.906
1000,1.000000,0.54596,18.701
1000,1.000000,1.23363,22.816
1000,1.000000,21.84803,33.529
1000,1.000000,-0.00413,17.303
1000,1.000000,0.02367,19.137
1000,1.000000,-0.02732,21.801
1000,2.000000,0.34698,13.282
1000,2.000000,0.04070,13.795
1000,2.000000,0.29290,13.853
1000,2.000000,1.90537,20.132
1000,2.000000,-0.12482,13.917
1000,2.000000,0.85740,18.385
1000,2.000000,0.63519,14.280
1000,2.000000,0.70544,15.031
1000,2.000000,-0.10707,14.130
1000,2.000000,0.18630,13.580
1000,2.000000,-0.11170,16.155
1000,2.000000,0.29874,16.877
1000,2.000000,0.40393,12.503
1000,2.000000,-0.58691,13.274
1000,2.000000,0.85344,18.507
1000,2.000000,2.06432,16.973
1000,2.000000,0.54354,13.723
1000,2.000000,0.19975,13.455
1000,2.000000,0.57359,14.038
1000,2.000000,0.10103,15.070
1000,2.000000,1.99018,20.333
1000,2.000000,31.32359,17.012
1000,2.000000,0.04783,13.600
1000,2.000000,-0.42487,13.245
1000,2.000000,1.22360,16.646
1000,2.000000,3.96562,13.059
1000,2.000000,0.31196,15.866
1000,2.000000,0.08871,12.815
1000,2.000000,0.54203,13.455
1000,2.000000,0.22757,13.915
1000,2.000000,1.01389,15.342
1000,2.000000,0.09956,17.947
1000,2.000000,0.62917,14.604
1000,2.000000,0.46126,14.639
1000,2.000000,3.55529,12.936
1000,2.000000,-0.03740,17.697
1000,2.000000,0.99986,21.013
1000,2.000000,0.01472,15.904
1000,2.000000,2.34551,19.691
1000,2.000000,-0.52419,11.501
1000,2.000000,-0.07678,12.010
1000,2.000000,0.84497,13.975
1000,2.000000,0.26516,15.204
1000,2.000000,0.46750,12.836
1000,2.000000,0.97939,13.415
1000,2.000000,1.57293,14.430
1000,2.000000,6.09042,13.830
1000,2.000000,0.35373,13.844
1000,2.000000,1.99061,15.023
1000,2.000000,1.14967,13.674
1000,2.000000,0.08629,16.828
1000,2.000000,0.02211,12.514
1000,2.000000,0.97284,11.801
1000,2.000000,-0.07833,14.364
1000,2.000000,1.29107,18.034
1000,2.000000,16.50174,18.750
1000,2.000000,0.62537,14.194
1000,2.000000,38.83456,21.759
1000,2.000000,0.04296,14.195
1000,2.000000,-0.53639,15.626
1000,2.000000,1.17981,17.395
1000,2.000000,0.15495,14.251
1000,2.000000,0.50022,11.203
1000,2.000000,-0.05508,14.311
1000,2.000000,2.01108,16.314
1000,2.000000,0.17185,16.240
1000,2.000000,3.85675,13.759
1000,2.000000,0.88564,14.347
1000,2.000000,-0.04968,14.011
1000,2.000000,-0.16322,16.882
1000,2.000000,26.15742,19.451
1000,2.000000,0.42003,16.722
1000,2.000000,0.70932,15.840
1000,2.000000,1.54502,15.194
1000,2.000000,1.96033,17.335
1000,2.000000,0.40905,13.281
1000,2.000000,5.07169,28.822
1000,2.000000,0.20944,14.770
1000,2.000000,4.61011,15.550
1000,2.000000,0.37778,15.073
1000,2.000000,0.53600,14.506
1000,2.000000,-0.61022,12.630
1000,2.000000,0.02164,13.286
1000,2.000000,1.06279,14.074
1000,2.000000,0.10934,14.417
1000,2.000000,0.21267,11.945
1000,2.000000,0.29442,14.714
1000,2.000000,-0.46261,12.841
1000,2.000000,0.07800,20.807
1000,2.000000,0.38892,14.889
1000,2.000000,-0.16894,13.789
1000,2.000000,8.80645,14.544
1000,2.000000,0.30583,18.510
1000,2.000000,0.29457,14.298
1000,2.000000,1.20176,12.681
1000,2.000000,-0.10988,17.163
1000,2.000000,-0.05719,17.101
1000,2.000000,23.93052,14.221
1000,2.000000,34.72788,16.083
1000,2.000000,-0.11369,14.358
1000,3.000000,1.18724,8.600
1000,3.000000,0.00861,5.762
1000,3.000000,0.02072,5.943
1000,3.000000,-0.45736,6.970
1000,3.000000,0.41778,7.368
1000,3.000000,0.01660,6.041
1000,3.000000,0.01491,6.156
1000,3.000000,0.01265,6.223
1000,3.000000,0.40451,6.439
1000,3.000000,0.01278,6.936
1000,3.000000,-0.52280,8.236
1000,3.000000,0.54989,6.460
1000,3.000000,0.00829,5.885
1000,3.000000,0.52334,12.721
1000,3.000000,0.00606,5.973
1000,3.000000,0.01312,6.062
1000,3.000000,-0.02752,6.048
1000,3.000000,0.00997,6.150
1000,3.000000,0.34782,6.674
1000,3.000000,0.02059,5.948
1000,3.000000,0.01002,5.878
1000,3.000000,0.00966,6.030
1000,3.000000,0.01196,6.046
1000,3.000000,0.01081,6.665
1000,3.000000,0.00950,6.208
1000,3.000000,0.00673,6.469
1000,3.000000,-0.15668,5.911
1000,3.000000,0.60285,7.031
1000,3.000000,0.00902,6.174
1000,3.000000,0.00935,6.192
1000,3.000000,0.01388,6.084
1000,3.000000,0.01128,6.175
1000,3.000000,-0.08041,7.401
1000,3.000000,0.17650,8.594
1000,3.000000,0.01075,6.681
1000,3.000000,0.00240,6.317
1000,3.000000,0.16141,6.847
1000,3.000000,0.01298,5.997
1000,3.000000,0.00560,8.134
1000,3.000000,0.01237,6.058
1000,3.000000,0.12893,6.459
1000,3.000000,0.01494,5.898
1000,3.000000,-0.24430,6.009
1000,3.000000,0.30389,9.660
1000,3.000000,-0.05069,9.068
1000,3.000000,0.00975,5.995
1000,3.000000,-0.45102,6.096
1000,3.000000,0.01019,5.873
1000,3.000000,-0.40962,6.231
1000,3.000000,0.01278,6.052
1000,3.000000,0.01503,5.886
1000,3.000000,0.00924,6.608
1000,3.000000,0.01442,6.104
1000,3.000000,0.05112,10.594
1000,3.000000,-0.58583,7.039
1000,3.000000,-0.05154,6.302
1000,3.000000,0.01583,6.088
1000,3.000000,0.00508,5.919
1000,3.000000,0.01192,5.965
1000,3.000000,0.00590,6.150
1000,3.000000,0.01308,6.141
1000,3.000000,0.00842,5.890
1000,3.000000,-0.43001,6.917
1000,3.000000,0.01345,5.909
1000,3.000000,0.01683,5.979
1000,3.000000,0.14910,8.006
1000,3.000000,0.00788,6.228
1000,3.000000,-0.12353,7.786
1000,3.000000,0.00559,5.946
1000,3.000000,0.00855,6.641
1000,3.000000,0.00909,6.091
1000,3.000000,0.01055,5.999
1000,3.000000,0.32527,6.177
1000,3.000000,0.01362,7.113
1000,3.000000,0.00592,6.422
1000,3.000000,0.01569,6.252
1000,3.000000,0.00733,5.726
1000,3.000000,-0.03128,6.534
1000,3.000000,-0.51404,5.943
1000,3.000000,0.01097,6.018
1000,3.000000,-0.16613,7.259
1000,3.000000,0.16452,6.587
1000,3.000000,-0.06882,5.931
1000,3.000000,0.01515,5.993
1000,3.000000,0.01769,5.911
1000,3.000000,0.00720,6.190
1000,3.000000,0.34909,7.657
1000,3.000000,1.05316,8.149
1000,3.000000,0.27257,8.445
1000,3.000000,0.01788,5.815
1000,3.000000,0.01551,6.644
1000,3.000000,0.01612,5.825
1000,3.000000,0.01334,6.080
1000,3.000000,0.01677,6.311
1000,3.000000,0.00804,6.284
1000,3.000000,0.01019,6.163
1000,3.000000,0.01065,7.118
1000,3.000000,0.01185,6.092
1000,3.000000,0.00990,6.083
1000,3.000000,0.00631,6.073
1000,5.000000,0.08461,11.261
1000,5.000000,-0.80091,6.205
1000,5.000000,-0.81636,6.624
1000,5.000000,-0.69463,5.958
1000,5.000000,-0.78806,6.797
1000,5.000000,-0.35612,8.421
1000,5.000000,-0.81153,6.203
1000,5.000000,-0.73097,6.029
1000,5.000000,3.38510,7.882
1000,5.000000,-0.53416,7.131
1000,5.000000,-0.65939,7.575
1000,5.000000,-0.56800,7.797
1000,5.000000,-0.82948,6.660
1000,5.000000,-0.24705,5.738
1000,5.000000,-0.73809,5.909
1000,5.000000,-0.48961,7.934
1000,5.000000,-0.75485,5.794
1000,5.000000,0.01579,4.811
1000,5.000000,-0.74395,5.287
1000,5.000000,0.34677,8.677
1000,5.000000,-0.79136,6.161
1000,5.000000,-0.32219,4.914
1000,5.000000,-0.81177,5.476
1000,5.000000,-0.09399,6.788
1000,5.000000,-0.33918,6.714
1000,5.000000,-0.23260,5.986
1000,5.000000,-0.24999,5.834
1000,5.000000,-0.82426,5.396
1000,5.000000,-0.58478,6.060
1000,5.000000,0.01598,4.487
1000,5.000000,-0.81043,5.383
1000,5.000000,-0.61914,5.364
1000,5.000000,-0.33851,7.076
1000,5.000000,-0.02381,7.288
1000,5.000000,-0.80300,4.780
1000,5.000000,-0.65226,7.262
1000,5.000000,0.95117,8.057
1000,5.000000,-0.28970,6.490
1000,5.000000,-0.28745,7.843
1000,5.000000,-0.84105,4.876
1000,5.000000,0.20923,7.357
1000,5.000000,-0.50255,4.477
1000,5.000000,-0.79393,4.735
1000,5.000000,-0.71182,4.046
1000,5.000000,1.66898,7.847
1000,5.000000,-0.82883,4.618
1000,5.000000,0.48145,10.611
1000,5.000000,-0.42720,5.068
1000,5.000000,-0.76700,4.233
1000,5.000000,-0.16195,7.286
1000,5.000000,-0.72235,4.923
1000,5.000000,-0.58620,7.491
1000,5.000000,1.05037,4.323
1000,5.000000,0.52312,8.597
1000,5.000000,-0.69112,4.138
1000,5.000000,-0.57632,7.668
1000,5.000000,-0.33790,4.109
1000,5.000000,-0.63776,4.413
1000,5.000000,-0.47449,4.133
1000,5.000000,-0.20989,7.516
1000,5.000000,-0.35202,8.551
1000,5.000000,0.01886,3.957
1000,5.000000,-0.70182,4.154
1000,5.000000,0.28623,4.791
1000,5.000000,2.38433,9.480
1000,5.000000,-0.41528,8.211
1000,5.000000,-0.44975,4.569
1000,5.000000,-0.07421,4.642
1000,5.000000,-0.82691,5.272
1000,5.000000,0.02050,4.602
1000,5.000000,-0.84296,5.743
1000,5.000000,-0.61815,7.692
1000,5.000000,-0.75485,7.172
1000,5.000000,-0.80922,5.506
1000,5.000000,-0.43180,5.175
1000,5.000000,-0.78667,6.085
1000,5.000000,-0.27506,6.596
1000,5.000000,-0.64115,5.487
1000,5.000000,1.99289,9.789
1000,5.000000,0.55006,7.353
1000,5.000000,0.29975,6.015
1000,5.000000,-0.73987,5.877
1000,5.000000,-0.06990,5.523
1000,5.000000,-0.64038,5.664
1000,5.000000,-0.26307,7.626
1000,5.000000,-0.71904,6.250
1000,5.000000,-0.82357,4.951
1000,5.000000,-0.75870,5.255
1000,5.000000,-0.54450,5.204
1000,5.000000,-0.06201,6.376
1000,5.000000,-0.69997,5.671
1000,5.000000,-0.34761,5.790
1000,5.000000,1.97274,8.664
1000,5.000000,0.29155,8.867
1000,5.000000,-0.66114,5.832
1000,5.000000,-0.77741,6.304
1000,5.000000,-0.11165,6.290
1000,5.000000,-0.50897,4.998
1000,5.000000,-0.81817,5.256
1000,5.000000,-0.73941,6.204
1000,10.000000,0.01468,3.920
1000,10.000000,0.01005,3.962
1000,10.000000,-0.71745,4.236
1000,10.000000,-0.51556,4.678
1000,10.000000,-0.72434,4.668
1000,10.000000,1.51885,7.399
1000,10.000000,-0.32998,4.912
1000,10.000000,-0.48800,4.651
1000,10.000000,-0.74314,4.665
1000,10.000000,-0.78613,3.937
1000,10.000000,-0.31487,4.034
1000,10.000000,0.52140,6.085
1000,10.000000,-0.08905,4.380
1000,10.000000,0.01544,3.601
1000,10.000000,-0.41172,4.489
1000,10.000000,-0.34180,4.939
1000,10.000000,-0.56599,4.048
1000,10.000000,-0.26057,4.328
1000,10.000000,-0.47441,4.291
1000,10.000000,-0.70313,3.962
1000,10.000000,-0.71519,4.228
1000,10.000000,-0.67215,3.838
1000,10.000000,-0.83078,3.743
1000,10.000000,-0.04811,4.690
1000,10.000000,-0.47588,4.236
1000,10.000000,-0.34318,3.999
1000,10.000000,-0.59688,4.084
1000,10.000000,-0.57182,3.978
1000,10.000000,-0.67429,4.124
1000,10.000000,0.01936,3.840
1000,10.000000,-0.55091,4.032
1000,10.000000,-0.09689,4.931
1000,10.000000,-0.68303,4.617
1000,10.000000,-0.43916,4.120
1000,10.000000,-0.31553,4.227
1000,10.000000,-0.55833,3.945
1000,10.000000,-0.49026,3.534
1000,10.000000,-0.73705,3.969
1000,10.000000,0.29183,4.381
1000,10.000000,-0.63044,4.038
1000,10.000000,0.36246,6.439
1000,10.000000,-0.72500,4.223
1000,10.000000,-0.67263,5.103
1000,10.000000,-0.35591,3.791
1000,10.000000,-0.41979,4.212
1000,10.000000,-0.60173,4.252
1000,10.000000,-0.64146,5.071
1000,10.000000,-0.81848,4.312
1000,10.000000,-0.64782,4.581
1000,10.000000,-0.60422,4.536
1000,10.000000,1.01153,6.281
1000,10.000000,1.32835,5.324
1000,10.000000,-0.78374,4.749
1000,10.000000,-0.00375,4.202
1000,10.000000,-0.83289,4.461
1000,10.000000,-0.74517,4.989
1000,10.000000,-0.70449,4.636
1000,10.000000,-0.78651,4.514
1000,10.000000,0.19533,5.159
1000,10.000000,-0.50177,4.657
1000,10.000000,-0.31517,5.536
1000,10.000000,-0.16321,4.473
1000,10.000000,-0.10480,6.175
1000,10.000000,-0.66002,4.630
1000,10.000000,-0.64916,4.612
1000,10.000000,-0.63935,4.659
1000,10.000000,-0.54813,4.852
1000,10.000000,0.25885,6.503
1000,10.000000,-0.44277,5.051
1000,10.000000,-0.67958,4.547
1000,10.000000,-0.68492,4.731
1000,10.000000,1.15815,6.364
1000,10.000000,-0.03554,4.437
1000,10.000000,-0.78695,4.925
1000,10.000000,-0.20791,4.804
1000,10.000000,0.20945,5.542
1000,10.000000,0.96430,5.532
1000,10.000000,-0.44168,4.624
1000,10.000000,0.02059,4.391
1000,10.000000,2.78923,5.764
1000,10.000000,3.27908,5.883
1000,10.000000,-0.68758,4.914
1000,10.000000,-0.02219,6.001
1000,10.000000,-0.79171,4.723
1000,10.000000,0.09885,5.909
1000,10.000000,-0.02022,4.722
1000,10.000000,2.49232,6.756
1000,10.000000,0.01457,5.385
1000,10.000000,-0.70411,5.440
1000,10.000000,-0.48493,5.360
1000,10.000000,0.02810,5.976
1000,10.000000,-0.61467,5.168
1000,10.000000,0.01748,4.630
1000,10.000000,0.23059,4.753
1000,10.000000,-0.82235,4.674
1000,10.000000,0.05036,4.834
1000,10.000000,1.15683,6.495
1000,10.000000,-0.01626,7.475
1000,10.000000,-0.41693,5.180
1000,10.000000,0.08230,6.581
